ID,location,PropertyType,BHK,price
33135139,Raja Park,residential house,2.0,15000
28271165,Durgapura,residential house,3.0,16000
32007527,Vinoba Vihar,residential house,3.0,18000
42905311,Malviya Nagar,builder floor apartment,2.0,15000
42924927,Tilaknagar,apartment,3.0,35000
42909683,Mansarovar,villa,3.0,15000
41293489,Malviya Nagar,villa,4.0,45000
41570695,Patrakar Colony,apartment,2.0,12000
40339741,Mansarovar,apartment,3.0,30000
42899607,Tilaknagar,apartment,3.0,35000
21990391,Civil Lines,builder floor apartment,2.0,10000
15709957,Jagatpura,residential house,3.0,11000
28048819,Sodala,apartment,2.0,9000
42673723,Mahaveer Nagar,apartment,2.0,12500
28178377,Vaishali Nagar,residential house,2.0,24000
41997319,Shantinagar,builder floor apartment,2.0,12000
41941391,Vaishali Nagar,residential house,1.0,9000
41847061,Tagore Nagar,apartment,2.0,14000
42105651,Nirman Nagar,apartment,3.0,26000
41058225,Jagatpura,residential house,4.0,25000
33301051,Pratap Nagar,apartment,3.0,10000
42430139,Arjun Nagar,apartment,2.0,12000
33999469,Chitrakoot,residential house,2.0,12000
41449683,Sodala,residential house,2.0,12000
42921565,Jagatpura,apartment,1.0,10000
41707681,C-Scheme,apartment,3.0,28000
17967587,C-Scheme,hostel,9.0,4500
29341925,Jhotwara,residential house,2.0,9500
23506973,Jagatpura,apartment,2.0,13000
42194191,Hanuman Nagar,builder floor apartment,2.0,15000
42044157,Vaishali Nagar,apartment,3.0,20000
41892553,Vaishali Nagar,apartment,3.0,25000
41975855,Chitrakoot,apartment,2.0,17000
39474495,Vivek Vihar,residential house,2.0,15000
39347705,Jhotwara,builder floor apartment,3.0,11000
41857511,Jagatpura,residential house,2.0,10000
17529004,Mahapura Colony,villa,3.0,10000
41556879,Jagatpura,villa,3.0,14500
41993721,Bani Park,apartment,3.0,17000
41995007,Model Town,apartment,3.0,15000
41854263,Jagatpura,apartment,2.0,15500
27301161,Durgapura,residential house,4.0,30000
41903051,Mansarovar,residential house,3.0,14000
40385765,Chitrakoot,apartment,3.0,13000
42242053,Malviya Nagar,apartment,2.0,22500
42003609,Chitrakoot,apartment,3.0,22000
42731189,Jagatpura,builder floor apartment,4.0,12000
42750463,Maruti Nagar,residential house,3.0,30000
30263185,Ambabari Colony,hostel,10.0,5000
41571435,Mansarovar,apartment,3.0,17000
34864343,Omaxe City,apartment,3.0,8500
42651521,Vaishali Nagar,apartment,2.0,10000
42596681,Malviya Nagar,apartment,1.0,16000
42622631,Vaishali Nagar,apartment,2.0,25000
42328055,Mansarovar,residential house,3.0,12000
42381751,Mansarovar,residential house,2.0,12500
42177075,Malviya Nagar,apartment,2.0,16000
42175885,Raja Park,residential house,1.0,8500
42346015,C-Scheme,apartment,4.0,50000
42400375,Bhairav Nagar,residential house,2.0,11000
42344511,Vaishali Nagar,residential house,2.0,15000
42283377,Jagatpura,apartment,3.0,16000
42516669,Mansarovar,apartment,2.0,8500
42445817,Jhotwara,apartment,2.0,8500
42134885,Mansarovar,residential house,2.0,13500
41815809,Sirsi Road,apartment,2.0,7500
41711151,Sirsi Road,builder floor apartment,2.0,6000
42035841,Jagatpura,villa,3.0,9000
41949133,Omaxe City,apartment,2.0,5000
42005441,Niwaru Road,apartment,3.0,8000
41941909,Goner Road,residential house,2.0,8500
42154705,Kalwar Road,apartment,2.0,4700
42019229,Malviya Nagar,apartment,1.0,12000
41792597,Ram Nagar,apartment,2.0,12000
41375759,Jagatpura,apartment,2.0,8000
40367737,Sirsi Road,residential house,2.0,5500
40875589,Mansarovar Extension,apartment,2.0,11000
41651663,Chitrakoot,apartment,2.0,12000
41570401,Civil Lines,apartment,3.0,30000
41643511,Jagatpura,apartment,2.0,18000
41214347,Tonk Fatak,apartment,1.0,5000
41563607,Durgapura,apartment,2.0,13000
41661177,Vaishali Nagar,residential house,1.0,11000
41681349,Chitrakoot,builder floor apartment,5.0,25000
41667627,Chitrakoot,residential house,2.0,10000
41687357,Mahindra World City,apartment,2.0,7500
41289405,Moti Doongri Rd,apartment,2.0,15000
33010157,Malviya Nagar,apartment,2.0,12000
40489997,Raja Park,residential house,1.0,10000
42829337,Pratap Nagar,villa,1.0,6000
40235761,Mansarovar,residential house,3.0,12000
33962123,Vaishali Nagar,apartment,2.0,15000
40770495,Kanak Vihar,apartment,2.0,8500
27877551,Bapu Nagar,apartment,2.0,18000
41547675,Ajmer Road,apartment,3.0,10000
41580039,Jagatpura,service apartment,3.0,8000
42926255,Mansarovar Colony,residential house,2.0,8500
42757669,Bani Park,residential house,2.0,8500
42619777,Mansarovar,residential house,2.0,12000
41977153,Jagatpura,apartment,3.0,20000
13727401,Ajmer Road,residential house,2.0,7500
12056690,Malviya Nagar,residential house,3.0,23000
41705589,Naya Khoda,apartment,1.0,8000
42112285,Saraswati Nagar,residential house,8.0,40000
42016075,Bhawani Singh Rd,residential house,2.0,8500
42168081,Doctors Colony,residential house,2.0,18000
26119593,Malviya Nagar,residential house,2.0,15000
41764673,Jhotwara,apartment,3.0,15000
29082299,Chitrakoot,residential house,3.0,25000
42021425,Patrakar Colony,villa,2.0,12000
41692499,Murlipura,villa,3.0,14000
41548335,Mansarovar Extension,residential house,3.0,20000
34619241,Durgapura,apartment,3.0,30000
41881637,Vishwakarma Industrial Area,builder floor apartment,1.0,7500
42219583,Murlipura,apartment,3.0,11500
42903915,Gopalpura,residential house,2.0,15000
32550885,Niwaru Road,apartment,2.0,8000
42893537,Bapu Nagar,apartment,3.0,26000
42893189,Mansarovar,residential house,1.0,3600
17259973,Civil Lines,residential house,3.0,60000
27127517,Mansarovar Colony,residential house,2.0,12000
42906303,Keshavnagar,residential house,1.0,7000
21466943,Vidyadhar Nagar,apartment,3.0,15000
42881427,Sirsi Road,builder floor apartment,3.0,12000
42907007,Mansarovar Extension,residential house,2.0,7500
11129642,Sanganer,builder floor apartment,2.0,8500
12256291,Kalwar Road,residential house,2.0,6000
16075088,Jagatpura,builder floor apartment,3.0,14000
42931351,Jagatpura,apartment,3.0,25000
20099114,Khatipura,residential house,2.0,20000
42927259,Mansarovar,apartment,3.0,20000
42927511,Mahesh Nagar,apartment,1.0,100000
42918129,Ajmer Road,apartment,3.0,10000
42918927,Mansarovar,residential house,2.0,14000
42910509,C-Scheme,penthouse,4.0,55000
42852173,Mansarovar,apartment,2.0,13500
27174291,Nityanand Nagar,residential house,2.0,8500
42799379,Mansarovar,apartment,3.0,20000
26497109,Ajmer Road,residential house,1.0,8500
34502997,Kanak Vihar,apartment,2.0,7000
27899999,Muhana Mandi,apartment,3.0,15000
41574349,Mahaveer Nagar,apartment,3.0,28000
42809367,Moti Doongri Rd,apartment,3.0,20000
12086987,Tonk Road,builder floor apartment,3.0,17000
42803067,Patel Nagar,residential house,2.0,14000
42835003,Tonk Road,apartment,2.0,10000
42856083,Murlipura,residential house,1.0,8000
35995447,Central Spine,apartment,2.0,18000
42786017,Tonk Road,residential house,2.0,20000
42312693,Vaishali Nagar,residential house,2.0,13000
40997765,Jhotwara,residential house,2.0,10000
42875839,Mansarovar,residential house,2.0,11000
19395721,Queens Road,residential house,1.0,14000
41583523,Kartarpur,builder floor apartment,2.0,11000
26554295,Tilaknagar,residential house,3.0,35000
42800613,Vatika Road,apartment,2.0,8500
42800731,Durgapura,residential house,3.0,17000
29396907,Ajmer Road,residential house,2.0,11000
32132641,Nirman Nagar,apartment,3.0,20000
32213239,Jagatpura,apartment,3.0,8000
42812257,Patrakar Colony,residential house,2.0,25000
42867735,Jagatpura,apartment,3.0,15000
39350583,Jaisingh Pura Khor,villa,3.0,12000
42294991,Pratap Nagar,apartment,2.0,12000
28199865,Mahaveer Nagar,residential house,2.0,12000
31900849,Sodala,apartment,3.0,10000
42831241,Hawa Sadak,builder floor apartment,2.0,12000
42831263,Jaisinghpura,apartment,2.0,6500
42859885,Mansarovar,residential house,2.0,11000
42856553,Chitrakoot,residential house,1.0,15000
41619573,Lalarpura,residential house,3.0,11000
42865835,Shastrinagar,apartment,3.0,14000
25171159,Jaisinghpura,apartment,2.0,8000
42324527,Jagatpura,builder floor apartment,2.0,10000
41057037,Pratap Nagar,builder floor apartment,2.0,12000
42065765,Lalarpura,residential house,2.0,9500
42012117,Shantinagar,residential house,2.0,12000
41352337,Jagatpura,residential house,2.0,15000
14661984,Siddharth Nagar,builder floor apartment,2.0,16000
41818647,Triveni,residential house,3.0,17000
42058101,Muhana Mandi,residential house,1.0,51000
41979215,New Sanganer Road,villa,2.0,11500
30122303,Sirsi Road,residential house,3.0,35000
42649395,Jyoti Nagar,residential house,2.0,12000
32884077,Pratap Nagar,residential house,3.0,12000
16726240,Bajaj Nagar Enclave,residential house,2.0,18000
29524439,Greater Vidhyadhar Nagar,apartment,2.0,15000
40426451,Lalkothi,residential house,3.0,22000
36601285,Muhana Mandi,apartment,2.0,11000
15899568,Sirsi Road,penthouse,3.0,11500
35125913,Jagatpura,residential house,3.0,15000
29117293,Mansarovar,villa,2.0,15000
42194539,Ajmer Road,apartment,3.0,16000
41904067,Bapu Nagar,builder floor apartment,2.0,22000
15452249,Gopal Pura By Pass,apartment,3.0,21000
42509201,Subhash Nagar,apartment,2.0,17000
41714255,Jaisinghpura,villa,3.0,10000
19009405,Mansarovar,residential house,2.0,10000
41986309,Pratap Nagar,residential house,3.0,11000
42257125,Tonk Fatak,residential house,3.0,14000
42501257,Vaishali Nagar,apartment,2.0,10000
42057363,Mansarovar Extension,apartment,3.0,14000
41896179,Shankar Nagar,builder floor apartment,1.0,8000
42521505,Jagatpura,apartment,3.0,17000
42310289,Sirsi Road,apartment,2.0,9000
17186267,Jagatpura,apartment,2.0,12500
42312555,Civil Lines,residential house,2.0,17000
42450819,Raja Park,residential house,3.0,22000
42322771,Mansarovar,villa,2.0,13000
42242207,Malviya Nagar,apartment,2.0,22500
42151893,New Sanganer Road,residential house,2.0,11000
42168365,Sindhi Colony,residential house,2.0,15000
42494765,Kanwarnagar,residential house,3.0,25000
42614245,Swej Farm,apartment,3.0,22000
42228147,Mansarovar,builder floor apartment,3.0,20000
42481555,Khatipura,residential house,3.0,14000
19588015,Ajmer Road,builder floor apartment,3.0,9000
42308075,Malviya Nagar,apartment,2.0,20000
42567415,Murlipura,residential house,1.0,8000
41594489,Gandhi Path,villa,4.0,65000
42196317,Mansarovar,apartment,4.0,31000
30473425,C-Scheme,apartment,3.0,75000
33305681,Malviya Nagar,apartment,2.0,17000
41983855,C-Scheme,apartment,2.0,28000
28177721,Jagatpura,apartment,3.0,11000
33725791,Heerapura,residential house,2.0,8000
31516283,Jaisinghpura,villa,3.0,10000
10847445,Chitrakoot,builder floor apartment,3.0,17000
30281323,Mansarovar,residential house,2.0,8000
42261781,Greater Vidhyadhar Nagar,apartment,3.0,15000
42651881,Pratap Nagar,apartment,2.0,14000
34586909,Adarsh Nagar,builder floor apartment,3.0,18000
42592523,Malviya Nagar,residential house,3.0,17000
42109909,Ganesh Nagar,apartment,3.0,8000
19954841,Chitrakoot,apartment,3.0,11000
28140655,Mansarovar,residential house,2.0,15000
38051509,Jaisinghpura,apartment,3.0,10000
8114352,Kalwar Road,residential house,3.0,10000
42639431,Lalkothi,residential house,2.0,25000
42555929,Doctors Colony,apartment,3.0,30000
42558861,Mansarovar,builder floor apartment,2.0,11000
20266664,Ajmer Road,apartment,3.0,20000
42202709,Malviya Nagar,residential house,3.0,20000
30035087,Sirsi Road,apartment,2.0,9800
42407535,Devi Nagar,builder floor apartment,2.0,16000
42074627,Bapu Nagar,apartment,4.0,30000
42655463,Vivek Vihar,apartment,3.0,20000
42525039,Jagatpura,apartment,3.0,18500
42274433,Pratap Nagar,residential house,10.0,45000
29251253,Mansarovar,residential house,2.0,16000
42610085,Tonk Road,residential house,1.0,15000
42032957,Vidyadhar Nagar,residential house,2.0,15000
42303329,Heerapura,residential house,3.0,11500
42022849,Jagatpura,apartment,2.0,12000
37946783,Jagatpura,builder floor apartment,2.0,12000
28247781,Bapu Nagar,villa,2.0,18000
41548365,Jaisinghpura,builder floor apartment,3.0,10000
42533973,Gopal Pura By Pass,residential house,2.0,25000
41741951,Bani Park,apartment,2.0,15000
41551439,Milap Nagar,residential house,3.0,15000
41847615,Vaishali Nagar,apartment,3.0,18000
41875267,Raja Park,residential house,4.0,25000
41784231,Malviya Nagar,residential house,1.0,12000
41792511,Pratap Nagar,apartment,2.0,15000
41771255,Jagatpura,villa,3.0,12000
41595489,Ajmer Road,apartment,2.0,12000
42693051,Murlipura,apartment,2.0,10000
24989321,Jawahar Circle,villa,3.0,20000
42449003,Mansarovar,builder floor apartment,3.0,20000
42315917,Jagatpura,apartment,3.0,18000
41698029,Jagatpura,apartment,3.0,12500
42128089,Jagatpura,builder floor apartment,3.0,16322
42459461,Raja Park,hostel,10.0,600000
42462395,New Sanganer Road,apartment,2.0,12000
37603707,Jhotwara,residential house,2.0,8500
41038961,Ajmer Road,penthouse,3.0,32000
42652603,Jhotwara,residential house,3.0,13000
42261309,Mansarovar,apartment,2.0,15000
28450015,Ajmer Road,penthouse,5.0,10000
31456141,Swej Farm,residential house,2.0,15000
41289877,Jagatpura,apartment,3.0,16500
42554363,Durgapura,residential house,2.0,13000
42306033,Gopalpura,residential house,2.0,15000
35740259,Railway Colony,residential house,2.0,12000
42658147,Patrakar Colony,builder floor apartment,3.0,10000
39272971,Adinath Nagar,builder floor apartment,2.0,15000
42144643,Hathoj,residential house,1.0,7000
42271731,Jagatpura,apartment,3.0,14000
42768033,Subhash Nagar,apartment,3.0,30000
42294113,Lalarpura,residential house,2.0,10000
41631867,Jagatpura,apartment,3.0,15000
42303321,Jagatpura,apartment,3.0,15000
42302923,Jagatpura,apartment,3.0,15000
42302859,Mansarovar,residential house,2.0,15000
41755729,Tonk Road,apartment,3.0,22000
33175389,Vidyadhar Nagar,residential house,2.0,20000
41547823,Ajmer Road,residential house,3.0,12000
41548037,Hathroi,builder floor apartment,3.0,65000
41970857,Tonk Road,residential house,2.0,18000
41867671,Lalarpura,residential house,1.0,8000
41649713,Vaishali Nagar,residential house,2.0,12500
35495597,Jhotwara,apartment,3.0,15000
42743351,Nirman Nagar,apartment,3.0,35000
28541683,Malviya Nagar,apartment,2.0,20000
41905063,Ajmer Road,villa,1.0,10000
42739555,New Sanganer Road,residential house,3.0,30000
42059755,Jagatpura,residential house,7.0,60000
41986295,Ram Nagar,residential house,3.0,15000
42184577,Malviya Nagar,residential house,2.0,17000
42038423,Khatipura,residential house,3.0,15000
42738307,Jagatpura,builder floor apartment,3.0,16000
41723113,Ajmer Road,residential house,2.0,11000
41824391,B2 Bypass,apartment,3.0,17000
42064295,Mansarovar,apartment,4.0,50000
42727507,Iscon Road,residential house,3.0,12000
14710050,Bani Park,service apartment,3.0,28000
25464081,Kalwar Road,villa,3.0,18000
42207403,Mansarovar Colony,builder floor apartment,2.0,18000
41854995,Moti Doongri Rd,residential house,2.0,18000
41822169,Jagatpura,residential house,3.0,18000
42152183,Sirsi Road,apartment,3.0,16000
42076441,Vishwakarma Industrial Area,residential house,2.0,8500
41827865,Ajmer Road,apartment,3.0,15000
34149915,Mansarovar,villa,3.0,30000
42146977,Shiva Colony,villa,3.0,40000
30659531,Jagatpura,apartment,3.0,14000
35439905,Bhankrota,residential house,4.0,26000
42766337,Sikar Road,apartment,2.0,12000
41564979,Kalwar Road,apartment,3.0,10000
19439221,Jaisinghpura,apartment,3.0,10000
35539951,Jagatpura,apartment,2.0,16500
41874799,Mansarovar,builder floor apartment,1.0,12500
41736683,Gopalwari,apartment,2.0,12000
42347901,New Sanganare Road,residential house,1.0,9000
42285645,Jagatpura,residential house,3.0,16000
38046035,Kanak Vihar,apartment,3.0,12000
31598751,C-Scheme,residential house,2.0,65000
42032195,Malviya Nagar,residential house,1.0,15000
32599953,Ajmer Road,residential house,4.0,65000
35425921,Mansarovar Colony,apartment,2.0,15000
41772637,Sirsi Road,apartment,3.0,13000
27398729,Pratap Nagar,apartment,3.0,15000
25538993,Mansarovar Colony,residential house,1.0,15000
42649023,Hasanpura,apartment,3.0,12000
23642213,C-Scheme,apartment,3.0,35000
42575053,Bapu Nagar,builder floor apartment,3.0,22000
19557650,Jaisinghpura,apartment,1.0,6000
42242595,Chitrakoot,apartment,3.0,17000
42657641,Ajmer Road,apartment,2.0,15000
42654715,Vatika Road,residential house,2.0,10000
42614873,Patrakar Colony,apartment,2.0,20000
33157315,Govindpura,apartment,4.0,14500
42620713,Niwaru Road,villa,4.0,17000
41591343,Goner Road,apartment,3.0,12000
31494919,Jaisinghpura,villa,3.0,15000
42695329,Ajmer Road,residential house,2.0,35000
42465347,Murlipura,apartment,2.0,15000
42135041,Mansarovar Extension,residential house,2.0,13500
17633640,Ajmer Road,apartment,2.0,12000
42132979,Sanganer Road,builder floor apartment,3.0,13500
35342239,Jorawarsingh Gath,apartment,2.0,15000
41058741,Sanganer,builder floor apartment,6.0,200000
41999029,Guru Nanakpura,residential house,2.0,18000
42264757,Jagatpura,apartment,3.0,20000
42641277,Hanuman Nagar,residential house,2.0,15000
41222945,22 Godam,villa,3.0,22000
29249481,Sitapura,apartment,2.0,13000
42502783,Khatipura,apartment,2.0,15000
42501703,Sikar Road,residential house,2.0,10000
34379389,Ajmer Road,apartment,2.0,12000
42728777,Jagatpura,builder floor apartment,3.0,9000
42113149,Bindayaka,apartment,2.0,13000
42736319,Vaishali Nagar,apartment,2.0,15000
42688261,Niwaru Road,residential house,2.0,10500
32741137,Jagatpura,residential house,3.0,16000
42323967,Mansarovar Colony,residential house,3.0,14000
41195397,Mahapura Colony,villa,3.0,17000
42652429,Ajmer Road,apartment,3.0,18000
42332633,Chitrakoot,residential house,2.0,11000
32459023,Sushilpura,residential house,3.0,15000
27405227,Jagatpura,apartment,3.0,15000
42522737,Achrol,hostel,10.0,4250
13661273,Shiva Ji Nagar,apartment,3.0,29000
42035761,Sanganer Road,residential house,3.0,14000
29861049,Ramchandrapura,apartment,3.0,9000
41230921,Khatipura,residential house,3.0,18000
39277483,Rohini Nagar,residential house,3.0,20000
40568843,Saket,residential house,4.0,16000
42038751,Sirsi Road,apartment,2.0,16000
41164485,Vishwakarma Industrial Area,residential house,2.0,12000
42504487,Taru Chhaya Nagar,residential house,3.0,22000
41987775,Jaisinghpura,residential house,3.0,15000
22026595,Sirsi Road,apartment,3.0,15000
42347527,Pratap Nagar,hostel,10.0,5500
42499629,Mansarovar,residential house,1.0,14000
41639721,Shivdaspura,apartment,2.0,8000
41645139,Ajmer Road,apartment,3.0,27000
40632815,Patrakar Colony,service apartment,2.0,17000
14118587,Girnar Colony,builder floor apartment,3.0,10000
42333251,Mansarovar Colony,residential house,3.0,16000
38172431,Jagatpura,apartment,3.0,17500
40833417,Mahapura Colony,apartment,3.0,14000
42014175,Gandhi Path,builder floor apartment,3.0,16000
40295597,Jhotwara,residential house,6.0,50000
41230149,Niwaru Road,residential house,6.0,18000
40014449,Siddharth Nagar,residential house,2.0,22000
37753579,Sirsi Road,apartment,3.0,12000
42294775,Tonk Fatak,service apartment,5.0,60000
16321278,Govindpura,builder floor apartment,3.0,10000
41236359,Mahapura Colony,villa,3.0,9500
42500469,Mahapura Colony,villa,3.0,15000
41946067,Rani Sati Nagar,apartment,3.0,30000
42662505,Indira Gandhi Nagar,builder floor apartment,3.0,15000
42532359,Mahapura Colony,villa,3.0,10000
37944301,Omaxe City,apartment,2.0,11000
24021279,Jagatpura,builder floor apartment,3.0,13000
41550587,Gandhi Path,apartment,4.0,16000
31188091,Ajmer Road,apartment,3.0,12000
31308909,Murlipura,apartment,4.0,23000
42568105,Vasundhara,builder floor apartment,5.0,65000
41874931,Barkat Nagar,residential house,1.0,12000
41643233,Mansarovar,residential house,2.0,13500
29342397,Mahapura Colony,apartment,3.0,14000
41672235,Railway Colony,villa,5.0,20000
41683387,Pratap Nagar,residential house,2.0,13000
41668751,Gandhi Path,builder floor apartment,3.0,18000
42640985,Durgapura,builder floor apartment,2.0,14500
18412201,Muhana Mandi,apartment,2.0,8000
42751697,Indira Gandhi Nagar,residential house,2.0,8000
41853997,Vivek Vihar,builder floor apartment,3.0,16500
42829531,Nirman Nagar,apartment,3.0,13000
42820989,Sodala,apartment,2.0,10000
42685191,Sez,apartment,2.0,6000
16427803,Tilaknagar,residential house,2.0,13000
42792389,Jagatpura,apartment,3.0,25000
20713315,Malviya Nagar,penthouse,2.0,25000
31355735,Pratap Nagar,builder floor apartment,1.0,5500
42887543,Malviya Nagar,apartment,1.0,16000
42915861,Vaishali Nagar,apartment,3.0,27000
26976671,C-Scheme,apartment,3.0,28000
42778281,Chitrakoot,residential house,1.0,7200
42872417,Mansarovar,apartment,2.0,15000
42865647,Lalarpura,apartment,3.0,16000
42804987,Sitapura,builder floor apartment,9.0,40000
42811825,Ajmer Road,apartment,2.0,13000
13253323,Jagatpura,apartment,3.0,10000
32004911,Vaishali Nagar,residential house,2.0,16000
42622947,Vaishali Nagar,apartment,2.0,25000
42770301,Mansarovar Extension,residential house,2.0,12000
42830135,Sanganer,apartment,2.0,7000
42848473,Vaishali Nagar,residential house,2.0,14000
21101151,Jhotwara,builder floor apartment,2.0,7000
42849093,Jagatpura,apartment,3.0,10000
42677157,Jagatpura,apartment,3.0,9000
42867167,Vaishali Nagar,residential house,3.0,20000
42856593,Bapu Nagar,residential house,2.0,19000
27845019,Vaishali Nagar,builder floor apartment,2.0,11500
42780393,Nirman Nagar,residential house,1.0,8000
42745345,Jagatpura,apartment,2.0,10000
32455237,Barkat Nagar,residential house,2.0,15000
42749781,Heerapura,apartment,2.0,11000
42735541,Durgapura,apartment,2.0,16000
42774103,Malviya Nagar,apartment,3.0,15000
42820069,Mansarovar,apartment,2.0,12000
42777187,Nirman Nagar,residential house,1.0,8000
42697143,Kalwar Road,residential house,2.0,6600
36003137,Subhash Nagar,residential house,2.0,7500
22251647,Malviya Nagar,residential house,3.0,14500
11544977,Jagatpura,apartment,3.0,8000
42905501,Sanganer,penthouse,1.0,3500
42798283,Mansarovar,apartment,2.0,13500
42196705,Kalwar Road,apartment,3.0,7000
42793253,Jagatpura,residential house,2.0,8000
31101545,Mansarovar,residential house,3.0,11000
42319409,Vaishali Nagar,apartment,3.0,25000
41907565,Mansarovar,residential house,2.0,12000
41723413,Omaxe City,builder floor apartment,2.0,8000
42454883,Jagatpura,residential house,2.0,9000
42254415,Swej Farm,builder floor apartment,3.0,27000
42035481,Tonk Road,residential house,2.0,14000
42625169,Ram Nagar,apartment,3.0,12500
42528373,Sirsi Road,residential house,3.0,6000
42013155,Mansarovar,residential house,2.0,18000
42693105,Murlipura,apartment,2.0,10000
30090485,Malviya Nagar,villa,7.0,150000
42395653,Jagatpura,residential house,2.0,10000
42195823,Civil Lines,residential house,1.0,25000
42135905,Jhotwara,residential house,3.0,10000
42686593,Vaishali Nagar,residential house,2.0,18000
42736881,Civil Lines,apartment,3.0,40000
42652335,Mansarovar,apartment,1.0,10000
41721651,Gopal Pura By Pass,residential house,2.0,15000
42653001,Jagatpura,apartment,2.0,14000
32372499,Narayan Vihar,apartment,3.0,9000
42569849,Niwaru Road,apartment,2.0,6500
36803033,Sikar Road,builder floor apartment,2.0,8000
42177995,Parasram Nagar,apartment,2.0,8500
42601201,Jhotwara,residential house,2.0,8500
37801081,Ajmer Road,apartment,3.0,7000
42709813,Sanganer,residential house,2.0,9000
42606807,Gopal Pura By Pass,villa,6.0,45000
42722037,Malviya Nagar,residential house,3.0,22000
42548325,Patrakar Colony,apartment,2.0,11500
42557987,Raja Park,apartment,3.0,22000
42703799,Sachivalaya Nagar,apartment,2.0,7000
26098201,Swej Farm,apartment,3.0,23000
20602247,Model Town,residential house,1.0,10000
30324885,Gopal Pura By Pass,residential house,2.0,14000
42674013,Vaishali Nagar,residential house,1.0,8000
42764295,Nirman Nagar,residential house,3.0,15500
42615699,Mansarovar,apartment,2.0,11000
42724295,Gandhi Path,apartment,2.0,11000
41838065,Dadi Ka Phatak,builder floor apartment,3.0,9500
42666055,Sodala,apartment,2.0,15000
40828809,Mansarovar,apartment,3.0,16000
29098615,Chitrakoot,builder floor apartment,3.0,12000
42440233,Chitrakoot,apartment,2.0,15000
41715817,Jagatpura,villa,3.0,20000
41676883,Jagatpura,villa,3.0,15000
41949993,Vaishali Nagar,apartment,2.0,17500
42219885,Vaishali Nagar,apartment,3.0,15000
30583373,Ajmer Road,villa,2.0,7500
39809183,Jagatpura,villa,3.0,18000
39651869,Tonk Road,villa,3.0,16000
19738848,Ambabari Colony,residential house,2.0,8000
41641763,Jagatpura,apartment,2.0,19000
41546811,Jowhari Bazar,residential house,2.0,11000
16839449,Tonk Road,residential house,3.0,20000
39124087,Gopal Bari,residential house,2.0,12000
40636757,Ajmer Road,apartment,2.0,11000
14351556,Ajmer Road,apartment,4.0,20000
40524217,Narayan Vihar,apartment,3.0,10000
40369873,Jagatpura,builder floor apartment,3.0,15000
41255535,Jagatpura,apartment,3.0,16000
40660275,C-Scheme,apartment,4.0,55000
31027563,Vaishali Nagar,residential house,3.0,22000
37435563,Ajmer Road,builder floor apartment,3.0,8000
41722849,Queens Road,builder floor apartment,2.0,18000
40751393,Ajmer Road,apartment,2.0,12000
41018889,Ajmer Road,villa,2.0,8000
15874125,Jagatpura,apartment,3.0,10000
41647403,Siddharth Nagar,apartment,2.0,15000
27014075,Jhotwara,residential house,2.0,15000
17348116,Jaisinghpura,villa,3.0,15000
39791227,Jagatpura,service apartment,3.0,45000
39088869,Dholai,villa,2.0,12000
41377443,Mansarovar,apartment,3.0,18000
41689699,Malviya Nagar,residential house,2.0,11000
26198573,Murlipura,apartment,3.0,12500
33916921,Sitapura Industrial Area,builder floor apartment,2.0,9500
20948990,Chitrakoot,residential house,3.0,13000
41911533,Jagatpura,apartment,3.0,10500
13384545,Sirsi Road,apartment,2.0,11500
41736753,Jagatpura,villa,3.0,20000
41667641,Pratap Nagar,residential house,3.0,18000
26618381,Civil Lines,apartment,3.0,35000
42020741,Jagatpura,apartment,3.0,17000
41876795,Sirsi Road,residential house,2.0,8500
34203997,Bajaj Nagar Enclave,residential house,3.0,50000
17457373,Jagatpura,residential house,2.0,11000
38686047,C-Scheme,apartment,3.0,26000
41649639,Jagatpura,builder floor apartment,2.0,12000
22354647,Vaishali Nagar,apartment,3.0,35000
41954973,Triveni,residential house,3.0,17000
40415395,Swej Farm,residential house,1.0,9500
39251827,Jagatpura,apartment,3.0,16000
37987629,Sirsi Road,apartment,3.0,8000
34183181,Jagatpura,apartment,3.0,16000
21155209,Pratap Nagar,apartment,4.0,14000
40443681,Shyam Nagar,residential house,2.0,14000
36956931,Jagatpura,residential house,4.0,20000
40392869,Jagatpura,apartment,2.0,13500
40546317,Ajmer Road,apartment,2.0,9500
42195205,Mahesh Nagar,apartment,3.0,16000
41214885,Nirman Nagar,residential house,4.0,35000
41879511,Vaishali Nagar,apartment,2.0,18000
27784241,Mansarovar,villa,3.0,20000
40221403,Jawahar Lal Nehru Marg,builder floor apartment,1.0,10000
41689843,Vaishali Nagar,residential house,2.0,11500
41792361,Pratap Nagar,apartment,2.0,15000
39611243,Ajmer Road,apartment,3.0,13000
39735655,Jagatpura,apartment,2.0,11000
39404089,Mansarovar,builder floor apartment,2.0,18000
40229723,Mansarovar,residential house,2.0,20000
28140919,Jaisinghpura,apartment,3.0,11000
28807743,Bani Park,residential house,4.0,60000
40206761,Sodala,residential house,4.0,30000
26562765,Tilaknagar,residential house,3.0,34000
17874335,Shyam Nagar,residential house,2.0,20000
36518229,Sez,apartment,2.0,7500
21320515,Shyam Nagar,residential house,5.0,50000
38944641,Malviya Nagar,apartment,3.0,23000
32500911,Tonk Road,villa,4.0,25000
42012745,Jagatpura,apartment,3.0,17000
40633723,Jagatpura,apartment,3.0,24000
40040099,Ajmer Road,apartment,3.0,10000
